Time,CursorX,CursorY,MeteorX,MeteorY
2023-11-06 09:59:33.416,0.00,0.00,0.00,0.00
2023-11-06 09:59:33.426,0.00,0.00
2023-11-06 09:59:34.753,7.46,5.86
2023-11-06 09:59:34.856,7.46,5.86
2023-11-06 09:59:34.959,7.46,5.86
2023-11-06 09:59:35.065,7.46,5.86
2023-11-06 09:59:35.169,7.46,5.86
2023-11-06 09:59:35.272,7.46,5.86
2023-11-06 09:59:35.381,7.46,5.86
2023-11-06 09:59:35.481,7.46,5.86
2023-11-06 09:59:35.586,7.46,5.86
2023-11-06 09:59:35.690,7.46,5.86
2023-11-06 09:59:35.793,7.46,5.86
2023-11-06 09:59:35.895,7.46,5.86
2023-11-06 09:59:35.998,7.46,5.86
2023-11-06 09:59:36.101,7.46,5.86
2023-11-06 09:59:36.205,7.46,5.86
2023-11-06 09:59:36.308,7.46,5.86
2023-11-06 09:59:36.409,7.46,5.86
2023-11-06 09:59:36.510,7.46,5.86
2023-11-06 09:59:36.611,7.46,5.86
2023-11-06 09:59:36.712,7.46,5.86
2023-11-06 09:59:36.814,7.46,5.86
2023-11-06 09:59:36.917,7.46,5.86
2023-11-06 09:59:37.019,7.46,5.86
2023-11-06 09:59:37.120,7.46,5.86
2023-11-06 09:59:37.221,7.46,5.86
2023-11-06 09:59:37.321,7.46,5.86
2023-11-06 09:59:37.443,7.26,5.86
2023-11-06 09:59:37.547,0.18,-1.98
2023-11-06 09:59:37.651,-0.81,-3.63
2023-11-06 09:59:37.752,-0.78,-3.08
2023-11-06 09:59:37.854,-0.67,-2.70
2023-11-06 09:59:37.957,-0.07,-1.17
2023-11-06 09:59:38.060,-0.04,-1.12
2023-11-06 09:59:38.162,-0.04,-1.16
2023-11-06 09:59:38.270,-0.04,-1.20
2023-11-06 09:59:38.373,-0.03,-1.20
2023-11-06 09:59:38.482,-0.03,-1.20
2023-11-06 09:59:38.583,-0.03,-1.20
2023-11-06 09:59:38.685,-0.03,-1.20
2023-11-06 09:59:38.789,-0.02,-1.20
2023-11-06 09:59:38.892,0.00,-1.21
2023-11-06 09:59:38.994,0.00,-1.21
2023-11-06 09:59:39.096,0.00,-1.21
2023-11-06 09:59:39.200,0.00,-1.22
2023-11-06 09:59:39.301,0.00,-1.22
2023-11-06 09:59:39.403,0.00,-1.22
2023-11-06 09:59:39.507,0.00,-1.22
2023-11-06 09:59:39.609,0.00,-1.22
2023-11-06 09:59:39.713,0.00,-1.22,0.00,0.15,
2023-11-06 09:59:39.815,0.00,-1.22,0.00,0.36,
2023-11-06 09:59:39.918,0.00,-1.22,0.00,0.56,
2023-11-06 09:59:40.020,0.00,-1.22,0.00,0.77,
2023-11-06 09:59:40.124,0.00,-1.22,0.00,0.98,
2023-11-06 09:59:40.227,0.00,-1.22,0.00,1.18,
2023-11-06 09:59:40.328,0.00,-1.22,0.00,1.38,
2023-11-06 09:59:40.430,0.00,-1.22,0.00,1.59,
2023-11-06 09:59:40.531,0.00,-1.22,0.00,1.79,
2023-11-06 09:59:40.637,0.00,-1.22,0.00,2.00,
2023-11-06 09:59:40.738,0.00,-1.22,0.00,2.20,
2023-11-06 09:59:40.847,0.00,-1.22,0.00,2.42,
2023-11-06 09:59:40.954,0.00,-1.22,0.00,2.64,
2023-11-06 09:59:41.069,0.00,-1.22,0.00,2.84,
2023-11-06 09:59:41.160,0.60,0.26,0.00,3.05,
2023-11-06 09:59:41.263,3.17,5.86,0.00,3.25,
2023-11-06 09:59:41.367,3.36,5.86,0.00,3.46,
2023-11-06 09:59:41.472,3.36,5.86,0.00,3.67,
2023-11-06 09:59:41.572,4.86,5.86
2023-11-06 09:59:41.674,6.54,5.86
2023-11-06 09:59:41.774,6.57,5.86
2023-11-06 09:59:41.877,6.73,5.86
2023-11-06 09:59:41.980,6.96,5.86
2023-11-06 09:59:42.082,7.23,5.86
2023-11-06 09:59:42.185,7.32,5.86
2023-11-06 09:59:42.287,7.33,5.86
2023-11-06 09:59:42.387,7.33,5.86
2023-11-06 09:59:42.490,7.33,5.86
