Time,CursorX,CursorY,MeteorX,MeteorY
2024-02-16 16:54:02.828,0.00,0.00,0.00,0.00
2024-02-16 16:54:02.831,0.00,0.00
2024-02-16 16:54:02.932,0.00,0.00
2024-02-16 16:54:03.033,0.00,0.00
2024-02-16 16:54:03.134,0.00,0.00
2024-02-16 16:54:03.235,0.00,0.00
2024-02-16 16:54:03.335,0.00,0.00
2024-02-16 16:54:03.436,0.00,0.00
2024-02-16 16:54:03.537,0.00,0.00
2024-02-16 16:54:03.638,0.00,0.00
2024-02-16 16:54:03.739,0.00,0.00
2024-02-16 16:54:03.840,0.00,0.00
2024-02-16 16:54:03.940,0.00,0.00
2024-02-16 16:54:04.042,0.00,0.00
2024-02-16 16:54:04.143,0.00,0.00
2024-02-16 16:54:04.245,0.00,0.00
2024-02-16 16:54:04.345,0.00,0.00
2024-02-16 16:54:04.446,0.00,0.00
2024-02-16 16:54:04.547,0.00,0.00
2024-02-16 16:54:04.649,0.00,0.00
2024-02-16 16:54:04.750,0.00,0.00
2024-02-16 16:54:04.851,0.00,0.00,-1.19,1.42,
2024-02-16 16:54:04.952,0.00,0.00,-1.10,1.30,
2024-02-16 16:54:05.054,0.00,0.00,-1.00,1.19,
2024-02-16 16:54:05.154,0.00,0.00,-0.90,1.07,
2024-02-16 16:54:05.255,0.00,0.00,-0.81,0.96,
2024-02-16 16:54:05.357,0.00,0.00,-0.71,0.85,
2024-02-16 16:54:05.458,0.00,0.02,-0.71,0.87,
2024-02-16 16:54:05.560,-0.14,0.16,-0.85,1.01,
2024-02-16 16:54:05.663,-0.16,0.18,-0.87,1.03,
2024-02-16 16:54:05.764,-0.16,0.18,-0.87,1.03,
2024-02-16 16:54:05.865,-0.16,0.18,-0.87,1.03,
2024-02-16 16:54:05.968,-0.16,0.18,-0.87,1.03,
2024-02-16 16:54:06.068,-0.16,0.18,-0.87,1.03,
2024-02-16 16:54:06.168,0.65,0.18,-0.06,1.03,
2024-02-16 16:54:06.271,5.32,-0.25,4.61,0.59,
2024-02-16 16:54:06.373,6.38,-0.28,5.67,0.57,
2024-02-16 16:54:06.474,6.45,-0.28,5.74,0.57,
2024-02-16 16:54:06.576,7.35,-0.37,6.64,0.48,
2024-02-16 16:54:06.676,8.23,-0.51,7.12,0.41,
2024-02-16 16:54:06.776,8.25,-0.51,7.12,0.41,
2024-02-16 16:54:06.877,8.25,-0.51,7.12,0.41,
2024-02-16 16:54:06.978,8.25,-0.51,7.12,0.41,
2024-02-16 16:54:07.079,8.25,-0.51,7.12,0.41,
2024-02-16 16:54:07.181,8.25,-0.51,7.12,0.41,
2024-02-16 16:54:07.283,8.25,-0.51,7.12,0.41,
2024-02-16 16:54:07.384,8.25,-0.51,7.12,0.41,
2024-02-16 16:54:07.484,8.25,-0.51,7.12,0.41,
2024-02-16 16:54:07.585,8.25,-0.51,7.12,0.41,
2024-02-16 16:54:07.686,8.25,-0.51
2024-02-16 16:54:07.788,8.25,-0.51
2024-02-16 16:54:07.890,8.25,-0.51
2024-02-16 16:54:07.991,8.25,-0.51
2024-02-16 16:54:08.092,8.25,-0.51
2024-02-16 16:54:08.193,8.25,-0.51
2024-02-16 16:54:08.294,8.25,-0.51
2024-02-16 16:54:08.396,8.25,-0.51
2024-02-16 16:54:08.496,8.25,-0.51
2024-02-16 16:54:08.596,8.25,-0.51
2024-02-16 16:54:08.696,8.25,-0.51,6.48,2.73,
2024-02-16 16:54:08.798,8.25,-0.51,6.34,2.67,
2024-02-16 16:54:08.901,8.23,-0.53,6.20,2.61,
2024-02-16 16:54:09.002,8.13,-0.55,6.06,2.55,
2024-02-16 16:54:09.103,7.17,0.41,5.93,2.49,
2024-02-16 16:54:09.204,6.52,1.34,5.79,2.44,
2024-02-16 16:54:09.304,6.31,1.57,5.65,2.38,
2024-02-16 16:54:09.405,6.13,1.71,5.44,2.50,
2024-02-16 16:54:09.507,6.13,1.73,5.44,2.53,
2024-02-16 16:54:09.608,6.13,1.73,5.44,2.53,
2024-02-16 16:54:09.710,6.13,1.68,5.44,2.48,
2024-02-16 16:54:09.811,-2.90,-2.12,-3.59,-1.32,
2024-02-16 16:54:09.912,-8.82,-4.35,-7.95,-3.05,
2024-02-16 16:54:10.013,-8.73,-4.10,-7.95,-3.05,
2024-02-16 16:54:10.113,-8.66,-3.96,-7.95,-3.05,
2024-02-16 16:54:10.213,-8.36,-3.62,-7.95,-3.05,
2024-02-16 16:54:10.315,-6.68,-3.43,-7.95,-3.05,
2024-02-16 16:54:10.416,-2.74,-2.88,-7.95,-3.05,
2024-02-16 16:54:10.518,0.81,-1.43,-7.95,-3.05,
2024-02-16 16:54:10.620,1.31,-1.08,-7.95,-3.05,
2024-02-16 16:54:10.721,1.24,-1.18,-7.95,-3.05,
2024-02-16 16:54:10.821,1.24,-1.18,-7.95,-3.05,
2024-02-16 16:54:10.923,1.24,-1.18
2024-02-16 16:54:11.024,1.96,0.55
2024-02-16 16:54:11.124,2.24,1.47
2024-02-16 16:54:11.225,2.10,1.36
2024-02-16 16:54:11.327,2.10,1.36
2024-02-16 16:54:11.427,2.10,1.36
2024-02-16 16:54:11.528,2.10,1.36
2024-02-16 16:54:11.629,1.96,1.38
2024-02-16 16:54:11.730,1.91,1.38
2024-02-16 16:54:11.831,1.91,1.38
2024-02-16 16:54:11.933,1.91,1.38,-7.20,1.34,
2024-02-16 16:54:12.034,1.91,1.38,-7.06,1.32,
2024-02-16 16:54:12.134,1.91,1.38,-6.91,1.29,
2024-02-16 16:54:12.235,1.91,1.38,-6.76,1.26,
2024-02-16 16:54:12.336,1.66,1.29,-6.61,1.23,
2024-02-16 16:54:12.437,-1.34,1.20,-6.47,1.21,
2024-02-16 16:54:12.539,-2.70,1.36,-6.32,1.18,
2024-02-16 16:54:12.640,-4.08,1.20,-6.17,1.15,
2024-02-16 16:54:12.741,-4.54,1.15,-6.02,1.12,
2024-02-16 16:54:12.843,-5.14,0.94,-6.17,0.99,
2024-02-16 16:54:12.946,-5.16,0.94,-6.19,0.99,
2024-02-16 16:54:13.047,-5.09,0.83,-6.12,0.88,
2024-02-16 16:54:13.148,-5.09,0.83,-6.12,0.88,
2024-02-16 16:54:13.250,-5.09,0.83,-6.12,0.88,
2024-02-16 16:54:13.350,-0.92,1.01,-1.95,1.06,
2024-02-16 16:54:13.450,8.06,1.27,7.04,1.32,
2024-02-16 16:54:13.550,8.06,1.27,7.04,1.32,
2024-02-16 16:54:13.652,8.06,1.27,7.04,1.32,
2024-02-16 16:54:13.754,8.06,1.27,7.04,1.32,
2024-02-16 16:54:13.855,8.06,1.27,7.04,1.32,
2024-02-16 16:54:13.956,8.06,1.27,7.04,1.32,
2024-02-16 16:54:14.057,8.06,1.27,7.04,1.32,
2024-02-16 16:54:14.158,8.06,1.27,7.04,1.32,
2024-02-16 16:54:14.259,8.06,1.27,7.04,1.32,
2024-02-16 16:54:14.361,8.06,1.27,7.04,1.32,
2024-02-16 16:54:14.462,8.06,1.27
2024-02-16 16:54:14.562,8.06,1.27
2024-02-16 16:54:14.663,8.06,1.27
2024-02-16 16:54:14.764,8.06,1.27
2024-02-16 16:54:14.866,8.06,1.27
2024-02-16 16:54:14.966,8.06,1.27
2024-02-16 16:54:15.067,8.06,1.27
2024-02-16 16:54:15.167,8.06,1.27
2024-02-16 16:54:15.269,8.06,1.27
2024-02-16 16:54:15.371,8.06,1.27
######################## PAUSED ########################
