Time,CursorX,CursorY,MeteorX,MeteorY
2023-11-08 13:23:21.268,0.00,0.00,0.00,0.00
2023-11-08 13:23:21.281,0.00,0.00,0.00,0.00,
2023-11-08 13:23:22.639,6.83,0.03,0.00,0.00,
2023-11-08 13:23:22.742,6.83,0.12,0.00,0.00,
2023-11-08 13:23:22.845,6.83,0.12,0.00,0.00,
2023-11-08 13:23:22.946,6.83,0.12,0.00,0.00,
2023-11-08 13:23:23.049,6.83,0.12,0.00,0.00,
2023-11-08 13:23:23.151,6.83,0.31,0.00,0.00,
2023-11-08 13:23:23.254,6.83,0.21,0.00,0.00,
2023-11-08 13:23:23.359,6.83,0.12,0.00,0.00,
2023-11-08 13:23:23.462,6.83,0.12,0.00,0.00,
2023-11-08 13:23:23.558,6.83,0.12,0.00,0.00,
2023-11-08 13:23:23.659,6.83,0.12,0.00,0.00,
2023-11-08 13:23:23.763,6.83,0.12,0.00,0.00,
2023-11-08 13:23:23.889,-0.51,-2.55,0.00,0.00,
2023-11-08 13:23:23.988,-0.51,-2.55,0.00,0.00,
2023-11-08 13:23:24.088,-0.51,-2.55,0.00,0.00,
2023-11-08 13:23:24.189,-0.51,-2.55,0.00,0.00,
2023-11-08 13:23:24.289,-0.51,-2.55,0.00,0.00,
2023-11-08 13:23:24.390,-0.51,-2.55,0.00,0.00,
2023-11-08 13:23:24.490,-0.43,-1.99,0.00,0.00,
2023-11-08 13:23:24.590,-0.47,-1.72,0.00,0.00,
2023-11-08 13:23:24.692,-0.48,-1.70,0.00,0.00,
2023-11-08 13:23:24.792,-0.31,-1.72,0.00,0.00,
2023-11-08 13:23:24.893,1.56,-1.80,0.00,0.00,
2023-11-08 13:23:24.993,1.83,-1.76,0.00,0.00,
2023-11-08 13:23:25.094,2.15,-1.58,0.00,0.00,
2023-11-08 13:23:25.195,2.32,-1.52,0.00,0.00,
2023-11-08 13:23:25.295,2.31,-1.53,0.00,0.00,
2023-11-08 13:23:25.396,2.31,-1.53,0.00,0.00,
2023-11-08 13:23:25.496,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:25.597,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:25.700,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:25.801,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:25.901,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:26.001,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:26.102,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:26.202,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:26.303,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:26.404,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:26.505,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:26.605,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:26.705,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:26.806,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:26.906,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:27.006,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:27.107,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:27.207,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:27.307,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:27.408,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:27.510,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:27.610,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:27.711,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:27.811,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:27.911,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:28.012,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:28.112,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:28.213,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:28.313,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:28.413,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:28.513,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:28.614,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:28.714,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:28.815,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:28.916,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:29.016,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:29.117,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:29.217,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:29.318,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:29.418,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:29.518,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:29.619,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:29.719,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:29.819,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:29.920,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:30.020,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:30.120,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:30.220,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:30.321,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:30.421,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:30.521,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:30.622,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:30.722,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:30.822,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:30.923,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:31.023,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:31.123,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:31.224,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:31.324,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:31.424,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:31.525,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:31.625,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:31.726,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:31.826,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:31.926,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:32.027,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:32.127,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:32.228,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:32.328,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:32.428,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:32.529,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:32.630,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:32.730,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:32.830,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:32.930,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:33.031,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:33.134,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:33.234,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:33.335,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:33.437,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:33.537,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:33.637,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:33.737,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:33.838,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:33.938,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:34.039,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:34.140,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:34.241,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:34.342,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:34.443,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:34.544,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:34.644,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:34.744,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:34.845,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:34.947,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:35.050,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:35.151,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:35.251,2.32,-1.53,0.00,0.00,
2023-11-08 13:23:35.351,2.32,-1.53,0.00,0.00,
