Time,CursorX,CursorY,MeteorX,MeteorY
2023-11-07 11:25:00.198,0.00,0.00,0.00,0.00
2023-11-07 11:25:00.214,0.00,0.00,0.00,0.00,
2023-11-07 11:25:02.551,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:02.725,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:02.892,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:03.004,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:03.132,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:03.242,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:03.404,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:03.580,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:03.692,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:03.811,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:03.919,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:04.070,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:04.205,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:04.315,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:04.427,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:04.533,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:04.651,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:04.752,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:04.854,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:04.955,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:05.062,6.02,-0.04,0.00,0.00,
2023-11-07 11:25:05.168,1.63,0.07,0.00,0.00,
2023-11-07 11:25:05.273,2.26,0.11,0.00,0.00,
2023-11-07 11:25:05.383,2.35,0.17,0.00,0.00,
2023-11-07 11:25:05.500,0.98,-0.30,0.00,0.00,
2023-11-07 11:25:05.617,2.16,-1.64,0.00,0.00,
2023-11-07 11:25:05.847,2.34,-1.60,0.00,0.00,
2023-11-07 11:25:05.948,2.45,-1.53,0.00,0.00,
2023-11-07 11:25:06.052,2.46,-1.53,0.00,0.00,
2023-11-07 11:25:06.154,2.46,-1.53,0.00,0.00,
2023-11-07 11:25:06.258,2.49,-1.53,0.00,0.00,
2023-11-07 11:25:06.361,2.49,-1.53,0.00,0.00,
2023-11-07 11:25:06.464,2.49,-1.53,0.00,0.00,
2023-11-07 11:25:06.564,2.49,-1.53,0.00,0.00,
2023-11-07 11:25:06.668,2.49,-1.53,0.00,0.00,
2023-11-07 11:25:06.774,2.49,-1.53,0.00,0.00,
2023-11-07 11:25:06.879,2.49,-1.53,0.00,0.00,
2023-11-07 11:25:06.983,2.49,-1.53,0.00,0.00,
2023-11-07 11:25:07.087,2.49,-1.53,0.00,0.00,
2023-11-07 11:25:07.187,2.49,-1.53,0.00,0.00,
2023-11-07 11:25:07.288,2.49,-1.53,0.00,0.00,
