Time,CursorX,CursorY,MeteorX,MeteorY
2023-11-08 13:24:53.249,0.00,0.00,0.00,0.00
2023-11-08 13:24:53.260,0.00,0.00,0.00,0.00,
2023-11-08 13:24:54.625,6.83,1.25,0.00,0.00,
2023-11-08 13:24:54.725,6.83,1.25,0.00,0.00,
2023-11-08 13:24:54.831,6.83,1.25,0.00,0.00,
2023-11-08 13:24:54.935,6.83,1.25,0.00,0.00,
2023-11-08 13:24:55.038,6.83,1.25,0.00,0.00,
2023-11-08 13:24:55.141,6.83,1.25,0.00,0.00,
2023-11-08 13:24:55.245,6.16,1.25,0.00,0.00,
2023-11-08 13:24:55.348,6.06,1.25,0.00,0.00,
2023-11-08 13:24:55.520,6.35,1.25,0.00,0.00,
2023-11-08 13:24:55.625,6.07,1.25,0.00,0.00,
2023-11-08 13:24:55.728,5.05,1.25,0.00,0.00,
2023-11-08 13:24:55.835,3.86,1.25,0.00,0.00,
2023-11-08 13:24:55.941,2.96,1.25,0.00,0.00,
2023-11-08 13:24:56.041,1.35,1.25,0.00,0.00,
2023-11-08 13:24:56.143,0.34,1.25,0.00,0.00,
2023-11-08 13:24:56.246,-0.11,1.25,0.00,0.00,
2023-11-08 13:24:56.346,-0.22,1.25,0.00,0.00,
2023-11-08 13:24:56.450,-0.24,1.25,0.00,0.00,
2023-11-08 13:24:56.553,-0.24,1.25,0.00,0.00,
2023-11-08 13:24:56.655,-0.22,1.25,0.00,0.00,
2023-11-08 13:24:56.759,-0.22,1.25,0.00,0.00,
2023-11-08 13:24:56.859,-0.22,1.25,0.00,0.00,
2023-11-08 13:24:56.962,-0.18,1.25,0.00,0.00,
2023-11-08 13:24:57.065,-0.04,1.25,0.00,0.00,
2023-11-08 13:24:57.165,0.02,1.25,0.00,0.00,
2023-11-08 13:24:57.265,0.11,1.25,0.00,0.00,
2023-11-08 13:24:57.370,0.35,1.25,0.00,0.00,
2023-11-08 13:24:57.471,0.57,1.25,0.00,0.00,
2023-11-08 13:24:57.573,1.00,1.25,0.00,0.00,
2023-11-08 13:24:57.673,1.47,1.25,0.00,0.00,
2023-11-08 13:24:57.775,2.28,1.25,0.00,0.00,
2023-11-08 13:24:57.876,3.44,1.25,0.00,0.00,
2023-11-08 13:24:57.976,4.40,1.25,0.00,0.00,
