Time,CursorX,CursorY,MeteorX,MeteorY
2023-10-27 17:31:59.263,0.00,0.00,0.00,0.00
2023-10-27 17:31:59.284,0.00,0.00
2023-10-27 17:31:59.400,5.76,0.18
2023-10-27 17:31:59.500,5.76,0.18
2023-10-27 17:31:59.601,5.76,0.18
2023-10-27 17:31:59.702,5.76,0.18
2023-10-27 17:31:59.802,5.76,0.18
2023-10-27 17:31:59.903,5.76,0.18
2023-10-27 17:32:00.005,5.76,0.18
2023-10-27 17:32:00.105,5.76,0.18
2023-10-27 17:32:00.207,5.76,0.18
2023-10-27 17:32:00.308,5.76,0.18
2023-10-27 17:32:00.409,5.25,0.27
2023-10-27 17:32:00.511,-2.04,-0.09
2023-10-27 17:32:00.611,-3.03,-0.16
2023-10-27 17:32:00.713,-1.93,0.13
2023-10-27 17:32:00.814,0.82,-0.14
2023-10-27 17:32:00.915,1.20,-0.22
2023-10-27 17:32:01.016,-2.88,-0.34
2023-10-27 17:32:01.117,0.22,6.29
2023-10-27 17:32:01.217,0.90,6.60
2023-10-27 17:32:01.319,0.90,6.81
2023-10-27 17:32:01.419,0.27,8.32
2023-10-27 17:32:01.521,-0.30,8.41
2023-10-27 17:32:01.621,-0.35,8.20
2023-10-27 17:32:01.722,-0.42,7.96
2023-10-27 17:32:01.824,-0.42,7.81
2023-10-27 17:32:01.925,-0.43,7.79
2023-10-27 17:32:02.025,-0.43,7.79
2023-10-27 17:32:02.127,-0.43,7.79
