Time,CursorX,CursorY,MeteorX,MeteorY
2023-11-06 12:32:57.508,0.00,0.00,0.00,0.00
2023-11-06 12:32:57.518,0.00,0.00,0.00,0.00,
2023-11-06 12:32:58.919,3.14,-1.79,0.00,0.00,
2023-11-06 12:32:59.023,3.13,-1.76,0.00,0.00,
2023-11-06 12:32:59.128,3.13,-1.76,0.00,0.00,
2023-11-06 12:32:59.232,3.59,-1.47,0.00,0.00,
2023-11-06 12:32:59.347,3.73,-1.34,0.00,0.00,
2023-11-06 12:32:59.465,3.63,-1.71,0.00,0.00,
2023-11-06 12:32:59.568,4.20,-2.61,0.00,0.00,
2023-11-06 12:32:59.672,4.19,-2.64,0.00,0.00,
2023-11-06 12:32:59.795,3.69,-2.63,0.00,0.00,
2023-11-06 12:32:59.901,3.32,-2.42,0.00,0.00,
2023-11-06 12:33:00.006,3.28,-2.36,0.00,0.00,
2023-11-06 12:33:00.108,3.28,-2.36,0.00,0.00,
2023-11-06 12:33:00.217,3.21,-2.33,0.00,0.00,
2023-11-06 12:33:00.327,2.90,-2.14,0.00,0.00,
2023-11-06 12:33:00.427,2.87,-2.14,0.00,0.00,
2023-11-06 12:33:00.532,2.87,-2.14,0.00,0.00,
2023-11-06 12:33:00.633,2.87,-2.14,0.00,0.00,
2023-11-06 12:33:00.733,2.87,-2.14,0.00,0.00,
2023-11-06 12:33:00.834,2.87,-2.14,0.00,0.00,
2023-11-06 12:33:00.939,2.87,-2.14,0.00,0.00,
2023-11-06 12:33:01.042,2.87,-2.14,0.00,0.00,
2023-11-06 12:33:01.144,2.87,-2.14,0.00,0.00,
2023-11-06 12:33:01.246,2.86,-2.14,0.00,0.00,
2023-11-06 12:33:01.348,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:01.449,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:01.553,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:01.653,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:01.757,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:01.860,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:01.960,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:02.063,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:02.163,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:02.264,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:02.364,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:02.468,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:02.572,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:02.672,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:02.772,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:02.876,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:02.980,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:03.083,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:03.184,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:03.289,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:03.390,2.85,-2.14,0.00,0.00,
2023-11-06 12:33:03.493,2.85,-2.14,0.00,0.00,
