Time,CursorX,CursorY,MeteorX,MeteorY
2023-11-08 13:26:21.840,0.00,0.00,0.00,0.00
2023-11-08 13:26:21.854,0.00,0.00,0.00,0.00,
2023-11-08 13:26:23.015,1.57,1.25,0.00,0.00,
2023-11-08 13:26:23.116,1.46,1.25,0.00,0.00,
2023-11-08 13:26:23.218,1.35,1.25,0.00,0.00,
2023-11-08 13:26:23.319,1.14,1.25,0.00,0.00,
2023-11-08 13:26:23.422,1.00,1.25,0.00,0.00,
2023-11-08 13:26:23.524,0.99,1.25,0.00,0.00,
2023-11-08 13:26:23.626,1.11,1.25,0.00,0.00,
2023-11-08 13:26:23.727,1.15,1.25,0.00,0.00,
2023-11-08 13:26:23.897,1.31,1.25,0.00,0.00,
2023-11-08 13:26:23.998,1.35,1.25,0.00,0.00,
2023-11-08 13:26:24.100,1.35,1.25,0.00,0.00,
2023-11-08 13:26:24.201,1.38,1.25,0.00,0.00,
2023-11-08 13:26:24.303,1.39,1.25,0.00,0.00,
2023-11-08 13:26:24.403,1.37,1.25,0.00,0.00,
2023-11-08 13:26:24.504,1.37,1.25,0.00,0.00,
2023-11-08 13:26:24.605,1.08,1.25,0.00,0.00,
2023-11-08 13:26:24.706,0.94,1.25,0.00,0.00,
2023-11-08 13:26:24.807,1.35,1.25,0.00,0.00,
2023-11-08 13:26:24.907,1.51,1.25,0.00,0.00,
2023-11-08 13:26:25.009,1.49,1.25,0.00,0.00,
2023-11-08 13:26:25.109,1.96,1.25,0.00,0.00,
2023-11-08 13:26:25.211,1.86,1.25,0.00,0.00,
2023-11-08 13:26:25.312,1.86,1.25,0.00,0.00,
2023-11-08 13:26:25.413,1.86,1.25,0.00,0.00,
2023-11-08 13:26:25.515,1.84,1.25,0.00,0.00,
2023-11-08 13:26:25.616,1.91,1.25,0.00,0.00,
2023-11-08 13:26:25.718,2.14,1.25,0.00,0.00,
2023-11-08 13:26:25.818,2.29,1.25,0.00,0.00,
2023-11-08 13:26:25.919,2.69,1.25,0.00,0.00,
2023-11-08 13:26:26.021,3.12,1.25,0.00,0.00,
2023-11-08 13:26:26.122,3.16,1.25,0.00,0.00,
2023-11-08 13:26:26.223,3.40,1.25,0.00,0.00,
2023-11-08 13:26:26.324,3.45,1.25,0.00,0.00,
2023-11-08 13:26:26.424,3.37,1.25,0.00,0.00,
2023-11-08 13:26:26.525,3.20,1.25,0.00,0.00,
2023-11-08 13:26:26.626,2.64,1.25,0.00,0.00,
2023-11-08 13:26:26.728,1.83,1.25,0.00,0.00,
2023-11-08 13:26:26.830,0.98,1.25,0.00,0.00,
2023-11-08 13:26:26.930,0.91,1.25,0.00,0.00,
2023-11-08 13:26:27.032,0.86,1.25,0.00,0.00,
2023-11-08 13:26:27.134,0.85,1.25,0.00,0.00,
2023-11-08 13:26:27.235,0.83,1.25,0.00,0.00,
2023-11-08 13:26:27.336,0.82,1.25,0.00,0.00,
2023-11-08 13:26:27.437,1.09,1.25,0.00,0.00,
2023-11-08 13:26:27.539,2.28,1.25,0.00,0.00,
2023-11-08 13:26:27.640,3.78,1.25,0.00,0.00,
2023-11-08 13:26:27.741,5.17,1.25,0.00,0.00,
2023-11-08 13:26:27.843,6.41,1.25,0.00,0.00,
2023-11-08 13:26:27.944,6.83,1.25,0.00,0.00,
2023-11-08 13:26:28.046,6.83,1.25,0.00,0.00,
2023-11-08 13:26:28.147,6.57,1.25,0.00,0.00,
2023-11-08 13:26:28.248,5.70,1.25,0.00,0.00,
2023-11-08 13:26:28.349,4.04,1.25,0.00,0.00,
2023-11-08 13:26:28.452,2.27,1.25,0.00,0.00,
2023-11-08 13:26:28.554,-0.30,1.25,0.00,0.00,
2023-11-08 13:26:28.654,-2.11,1.25,0.00,0.00,
2023-11-08 13:26:28.756,-2.86,1.25,0.00,0.00,
2023-11-08 13:26:28.857,-3.19,1.25,0.00,0.00,
2023-11-08 13:26:28.957,-3.14,1.25,0.00,0.00,
2023-11-08 13:26:29.059,-2.50,1.25,0.00,0.00,
2023-11-08 13:26:29.160,-1.71,1.25,0.00,0.00,
2023-11-08 13:26:29.260,-1.13,1.25,0.00,0.00,
2023-11-08 13:26:29.361,-0.64,1.25,0.00,0.00,
2023-11-08 13:26:29.462,-0.41,1.25,0.00,0.00,
2023-11-08 13:26:29.563,-0.38,1.25,0.00,0.00,
2023-11-08 13:26:29.665,-0.37,1.25,0.00,0.00,
2023-11-08 13:26:29.766,-0.18,1.25,0.00,0.00,
2023-11-08 13:26:29.868,0.77,1.25,0.00,0.00,
2023-11-08 13:26:29.970,0.69,1.25,0.00,0.00,
2023-11-08 13:26:30.070,0.73,1.25,0.00,0.00,
2023-11-08 13:26:30.171,0.77,1.25,0.00,0.00,
2023-11-08 13:26:30.273,0.77,1.25,0.00,0.00,
2023-11-08 13:26:30.374,0.77,1.25,0.00,0.00,
2023-11-08 13:26:30.476,0.72,1.25,0.00,0.00,
2023-11-08 13:26:30.577,0.65,1.25,0.00,0.00,
2023-11-08 13:26:30.678,0.77,1.25,0.00,0.00,
2023-11-08 13:26:30.779,0.30,1.25,0.00,0.00,
2023-11-08 13:26:30.881,-0.05,1.25,0.00,0.00,
2023-11-08 13:26:30.982,0.09,1.25,0.00,0.00,
2023-11-08 13:26:31.083,0.24,1.25,0.00,0.00,
2023-11-08 13:26:31.184,0.33,1.25,0.00,0.00,
2023-11-08 13:26:31.285,0.35,1.25,0.00,0.00,
2023-11-08 13:26:31.387,0.36,1.25,0.00,0.00,
2023-11-08 13:26:31.488,0.47,1.25,0.00,0.00,
2023-11-08 13:26:31.589,0.73,1.25,0.00,0.00,
2023-11-08 13:26:31.689,1.09,1.25,0.00,0.00,
2023-11-08 13:26:31.790,1.19,1.25,0.00,0.00,
2023-11-08 13:26:31.891,0.64,1.25,0.00,0.00,
2023-11-08 13:26:31.992,0.46,1.25,0.00,0.00,
2023-11-08 13:26:32.092,0.74,1.25,0.00,0.00,
2023-11-08 13:26:32.193,0.87,1.25,0.00,0.00,
2023-11-08 13:26:32.294,0.98,1.25,0.00,0.00,
2023-11-08 13:26:32.396,0.98,1.20,0.00,0.00,
2023-11-08 13:26:32.497,0.98,1.00,0.00,0.00,
2023-11-08 13:26:32.598,0.98,0.97,0.00,0.00,
2023-11-08 13:26:32.700,0.96,0.99,0.00,0.00,
2023-11-08 13:26:32.802,1.01,0.93,0.00,0.00,
2023-11-08 13:26:32.902,1.32,0.23,0.00,0.00,
2023-11-08 13:26:33.004,1.53,-1.01,0.00,0.00,
2023-11-08 13:26:33.105,1.57,-1.36,0.00,0.00,
2023-11-08 13:26:33.205,1.23,-1.04,0.00,0.00,
2023-11-08 13:26:33.307,0.67,0.04,0.00,0.00,
2023-11-08 13:26:33.408,0.55,0.93,0.00,0.00,
2023-11-08 13:26:33.509,0.59,1.25,0.00,0.00,
2023-11-08 13:26:33.610,0.64,1.25,0.00,0.00,
2023-11-08 13:26:33.712,0.73,1.16,0.00,0.00,
2023-11-08 13:26:33.812,1.06,0.48,0.00,0.00,
2023-11-08 13:26:33.913,1.50,-0.24,0.00,0.00,
2023-11-08 13:26:34.013,1.93,-0.91,0.00,0.00,
2023-11-08 13:26:34.115,1.86,-0.81,0.00,0.00,
2023-11-08 13:26:34.216,1.54,-0.14,0.00,0.00,
2023-11-08 13:26:34.317,1.06,0.97,0.00,0.00,
2023-11-08 13:26:34.418,0.65,1.25,0.00,0.00,
2023-11-08 13:26:34.518,0.17,1.25,0.00,0.00,
2023-11-08 13:26:34.620,-0.08,1.25,0.00,0.00,
2023-11-08 13:26:34.720,0.51,1.25,0.00,0.00,
2023-11-08 13:26:34.820,1.05,1.25,0.00,0.00,
2023-11-08 13:26:34.923,0.12,1.25,0.00,0.00,
2023-11-08 13:26:35.025,-0.79,1.25,0.00,0.00,
2023-11-08 13:26:35.126,-0.52,1.25,0.00,0.00,
2023-11-08 13:26:35.227,-0.25,1.25,0.00,0.00,
2023-11-08 13:26:35.328,0.12,1.25,0.00,0.00,
2023-11-08 13:26:35.428,-0.22,1.25,0.00,0.00,
2023-11-08 13:26:35.529,-0.04,1.25,0.00,0.00,
2023-11-08 13:26:35.630,1.39,-0.48,0.00,0.00,
2023-11-08 13:26:35.732,0.76,-1.02,0.00,0.00,
2023-11-08 13:26:35.834,0.15,-2.74,0.00,0.00,
2023-11-08 13:26:35.934,1.62,-3.75,0.00,0.00,
2023-11-08 13:26:36.035,1.65,-3.75,0.00,0.00,
