Time,CursorX,CursorY,MeteorX,MeteorY
2023-11-07 14:19:32.235,0.00,0.00,0.00,0.00
2023-11-07 14:19:32.244,0.00,0.00,0.00,0.00,
2023-11-07 14:19:33.629,1.85,-1.19,0.00,0.00,
2023-11-07 14:19:33.736,1.91,-1.20,0.00,0.00,
2023-11-07 14:19:33.842,1.91,-1.20,0.00,0.00,
2023-11-07 14:19:33.943,1.92,-1.20,0.00,0.00,
2023-11-07 14:19:34.054,2.16,-1.26,0.00,0.00,
2023-11-07 14:19:34.158,2.38,-1.36,0.00,0.00,
2023-11-07 14:19:34.262,3.00,-1.44,0.00,0.00,
2023-11-07 14:19:34.369,3.18,-1.57,0.00,0.00,
2023-11-07 14:19:34.471,2.94,-2.00,0.00,0.00,
2023-11-07 14:19:34.572,1.90,-2.27,0.00,0.00,
2023-11-07 14:19:34.679,1.92,-1.93,0.00,0.00,
2023-11-07 14:19:34.780,3.73,-1.19,0.00,0.00,
2023-11-07 14:19:34.894,3.50,-1.48,0.00,0.00,
2023-11-07 14:19:34.995,2.39,-1.83,0.00,0.00,
2023-11-07 14:19:35.098,0.99,-2.07,0.00,0.00,
2023-11-07 14:19:35.200,-0.23,-2.10,0.00,0.00,
2023-11-07 14:19:35.301,-1.98,-2.02,0.00,0.00,
2023-11-07 14:19:35.405,-3.30,-1.83,0.00,0.00,
2023-11-07 14:19:35.508,-3.30,-1.81,0.00,0.00,
2023-11-07 14:19:35.610,-1.31,-2.17,0.00,0.00,
2023-11-07 14:19:35.711,0.08,-2.46,0.00,0.00,
2023-11-07 14:19:35.815,1.12,-2.35,0.00,0.00,
2023-11-07 14:19:35.918,2.51,-1.87,0.00,0.00,
2023-11-07 14:19:36.020,3.16,-1.41,0.00,0.00,
2023-11-07 14:19:36.122,3.19,-1.39,0.00,0.00,
2023-11-07 14:19:36.224,2.27,-2.04,0.00,0.00,
2023-11-07 14:19:36.327,0.84,-2.44,0.00,0.00,
2023-11-07 14:19:36.429,-0.51,-2.52,0.00,0.00,
2023-11-07 14:19:36.533,-2.58,-2.26,0.00,0.00,
2023-11-07 14:19:36.634,-3.27,-1.82,0.00,0.00,
2023-11-07 14:19:36.738,-3.24,-1.70,0.00,0.00,
2023-11-07 14:19:36.841,-1.50,-1.63,0.00,0.00,
2023-11-07 14:19:36.946,-0.17,-2.37,0.00,0.00,
2023-11-07 14:19:37.050,1.03,-2.71,0.00,0.00,
2023-11-07 14:19:37.153,3.35,-1.83,0.00,0.00,
2023-11-07 14:19:37.256,3.98,-1.22,0.00,0.00,
2023-11-07 14:19:37.356,3.83,-1.16,0.00,0.00,
2023-11-07 14:19:37.468,2.36,-1.72,0.00,0.00,
2023-11-07 14:19:37.570,1.57,-2.05,0.00,0.00,
2023-11-07 14:19:37.676,-0.27,-2.27,0.00,0.00,
2023-11-07 14:19:37.781,-2.67,-2.20,0.00,0.00,
2023-11-07 14:19:37.892,-3.28,-2.01,0.00,0.00,
2023-11-07 14:19:37.995,-1.37,-2.21,0.00,0.00,
2023-11-07 14:19:38.097,0.43,-2.62,0.00,0.00,
2023-11-07 14:19:38.201,2.56,-2.11,0.00,0.00,
2023-11-07 14:19:38.306,3.85,-1.62,0.00,0.00,
2023-11-07 14:19:38.413,2.42,-1.80,0.00,0.00,
2023-11-07 14:19:38.516,0.04,-2.38,0.00,0.00,
2023-11-07 14:19:38.617,0.46,-1.97,0.00,0.00,
2023-11-07 14:19:38.720,3.51,-1.41,0.00,0.00,
2023-11-07 14:19:38.823,2.62,-2.49,0.00,0.00,
2023-11-07 14:19:38.925,3.06,-1.78,0.00,0.00,
2023-11-07 14:19:39.026,3.31,-1.82,0.00,0.00,
2023-11-07 14:19:39.127,1.62,-1.75,0.00,0.00,
2023-11-07 14:19:39.230,0.41,-0.40,0.00,0.00,
2023-11-07 14:19:39.333,-0.01,0.21,0.00,0.00,
2023-11-07 14:19:39.436,0.01,0.72,0.00,0.00,
2023-11-07 14:19:39.536,0.02,0.80,0.00,0.00,
2023-11-07 14:19:39.640,0.05,0.79,0.00,0.00,
2023-11-07 14:19:39.752,0.42,0.74,0.00,0.00,
2023-11-07 14:19:39.855,2.23,-0.08,0.00,0.00,
2023-11-07 14:19:39.959,2.88,-0.91,0.00,0.00,
2023-11-07 14:19:40.071,3.06,-1.38,0.00,0.00,
2023-11-07 14:19:40.173,2.13,-1.96,0.00,0.00,
2023-11-07 14:19:40.281,0.67,-2.23,0.00,0.00,
2023-11-07 14:19:40.383,-0.86,-2.48,0.00,0.00,
2023-11-07 14:19:40.485,-1.74,-2.61,0.00,0.00,
2023-11-07 14:19:40.586,-1.39,-2.60,0.00,0.00,
2023-11-07 14:19:40.687,2.33,-2.04,0.00,0.00,
2023-11-07 14:19:40.788,3.57,-1.62,0.00,0.00,
2023-11-07 14:19:40.889,3.76,-1.44,0.00,0.00,
2023-11-07 14:19:40.992,-0.51,-1.91,0.00,0.00,
