Time,CursorX,CursorY,MeteorX,MeteorY
2023-11-07 14:10:31.692,0.00,0.00,0.00,0.00
2023-11-07 14:10:31.705,0.00,0.00,0.00,0.00,
2023-11-07 14:10:33.240,0.41,-0.56,0.00,0.00,
2023-11-07 14:10:33.344,0.41,-0.56,0.00,0.00,
2023-11-07 14:10:33.442,0.81,-0.59,0.00,0.00,
2023-11-07 14:10:33.547,1.02,-0.63,0.00,0.00,
2023-11-07 14:10:33.649,1.10,-0.67,0.00,0.00,
2023-11-07 14:10:33.753,1.49,-1.04,0.00,0.00,
2023-11-07 14:10:33.855,1.93,-1.40,0.00,0.00,
2023-11-07 14:10:33.965,1.96,-1.42,0.00,0.00,
2023-11-07 14:10:34.062,1.96,-1.42,0.00,0.00,
2023-11-07 14:10:34.160,1.98,-1.53,0.00,0.00,
2023-11-07 14:10:34.262,1.98,-1.56,0.00,0.00,
2023-11-07 14:10:34.371,2.00,-1.56,0.00,0.00,
2023-11-07 14:10:34.475,2.26,-1.56,0.00,0.00,
2023-11-07 14:10:34.578,2.38,-1.57,0.00,0.00,
2023-11-07 14:10:34.678,2.38,-1.57,0.00,0.00,
2023-11-07 14:10:34.781,2.38,-1.57,0.00,0.00,
2023-11-07 14:10:34.882,2.38,-1.57,0.00,0.00,
2023-11-07 14:10:34.985,2.38,-1.57,0.00,0.00,
2023-11-07 14:10:35.088,2.38,-1.57,0.00,0.00,
2023-11-07 14:10:35.188,2.56,-1.57,0.00,0.00,
2023-11-07 14:10:35.290,2.58,-1.58,0.00,0.00,
2023-11-07 14:10:35.392,2.58,-1.58,0.00,0.00,
2023-11-07 14:10:35.495,2.58,-1.58,0.00,0.00,
2023-11-07 14:10:35.599,2.58,-1.58,0.00,0.00,
2023-11-07 14:10:35.702,2.58,-1.58,0.00,0.00,
2023-11-07 14:10:35.804,2.58,-1.58,0.00,0.00,
2023-11-07 14:10:35.906,2.58,-1.58,0.00,0.00,
2023-11-07 14:10:36.009,2.58,-1.58,0.00,0.00,
2023-11-07 14:10:36.109,2.58,-1.58,0.00,0.00,
2023-11-07 14:10:36.214,2.58,-1.58,0.00,0.00,
2023-11-07 14:10:36.316,2.58,-1.58,0.00,0.00,
2023-11-07 14:10:36.420,1.93,-1.83,0.00,0.00,
2023-11-07 14:10:36.524,1.15,-2.12,0.00,0.00,
2023-11-07 14:10:36.627,1.08,-2.17,0.00,0.00,
2023-11-07 14:10:36.728,1.08,-2.17,0.00,0.00,
2023-11-07 14:10:36.832,1.12,-2.17,0.00,0.00,
2023-11-07 14:10:36.934,2.08,-2.19,0.00,0.00,
2023-11-07 14:10:37.037,2.52,-2.13,0.00,0.00,
2023-11-07 14:10:37.140,2.84,-2.02,0.00,0.00,
2023-11-07 14:10:37.242,3.13,-1.92,0.00,0.00,
2023-11-07 14:10:37.344,3.14,-1.92,0.00,0.00,
2023-11-07 14:10:37.446,2.96,-1.98,0.00,0.00,
2023-11-07 14:10:37.549,2.95,-1.98,0.00,0.00,
2023-11-07 14:10:37.652,2.95,-1.98,0.00,0.00,
2023-11-07 14:10:37.752,2.78,-1.98,0.00,0.00,
2023-11-07 14:10:37.853,2.74,-1.95,0.00,0.00,
2023-11-07 14:10:37.953,2.74,-1.95,0.00,0.00,
2023-11-07 14:10:38.057,2.74,-1.95,0.00,0.00,
2023-11-07 14:10:38.159,2.74,-1.95,0.00,0.00,
2023-11-07 14:10:38.262,2.74,-1.95,0.00,0.00,
2023-11-07 14:10:38.362,2.74,-1.95,0.00,0.00,
2023-11-07 14:10:38.465,2.74,-1.95,0.00,0.00,
2023-11-07 14:10:38.567,2.19,-1.40,0.00,0.00,
2023-11-07 14:10:38.669,0.68,0.26,0.00,0.00,
2023-11-07 14:10:38.774,-0.03,0.84,0.00,0.00,
2023-11-07 14:10:38.877,-0.25,0.92,0.00,0.00,
2023-11-07 14:10:38.979,-0.25,0.92,0.00,0.00,
2023-11-07 14:10:39.082,-0.25,0.92,0.00,0.00,
2023-11-07 14:10:39.182,-0.24,0.90,0.00,0.00,
2023-11-07 14:10:39.284,-0.24,0.90,0.00,0.00,
2023-11-07 14:10:39.386,-0.24,0.90,0.00,0.00,
2023-11-07 14:10:39.487,-0.24,0.90,0.00,0.00,
2023-11-07 14:10:39.591,-0.24,0.87,0.00,0.00,
2023-11-07 14:10:39.692,-0.05,0.04,0.00,0.00,
2023-11-07 14:10:39.797,0.14,-0.52,0.00,0.00,
2023-11-07 14:10:39.900,0.17,-0.55,0.00,0.00,
2023-11-07 14:10:40.004,0.42,-0.58,0.00,0.00,
2023-11-07 14:10:40.107,0.60,-0.61,0.00,0.00,
2023-11-07 14:10:40.211,0.71,-0.62,0.00,0.00,
2023-11-07 14:10:40.314,0.71,-0.63,0.00,0.00,
2023-11-07 14:10:40.418,0.71,-0.63,0.00,0.00,
2023-11-07 14:10:40.520,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:40.623,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:40.723,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:40.823,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:40.924,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:41.024,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:41.125,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:41.229,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:41.333,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:41.435,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:41.538,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:41.640,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:41.742,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:41.842,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:41.945,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:42.048,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:42.151,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:42.254,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:42.358,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:42.461,0.74,-0.64,0.00,0.00,
2023-11-07 14:10:42.564,0.82,-0.64,0.00,0.00,
2023-11-07 14:10:42.667,5.32,1.25,0.00,0.00,
2023-11-07 14:10:42.768,6.37,1.25,0.00,0.00,
2023-11-07 14:10:42.868,6.37,1.25,0.00,0.00,
2023-11-07 14:10:42.971,6.37,1.25,0.00,0.00,
2023-11-07 14:10:43.075,6.83,1.25,0.00,0.00,
2023-11-07 14:10:43.175,6.83,1.25,0.00,0.00,
