Time,CursorX,CursorY,MeteorX,MeteorY
2023-11-07 14:26:57.178,0.00,0.00,0.00,0.00
2023-11-07 14:26:57.189,0.00,0.00,0.00,0.00,
2023-11-07 14:26:58.650,2.14,-1.01,0.00,0.00,
2023-11-07 14:26:58.750,2.14,-1.01,0.00,0.00,
2023-11-07 14:26:58.853,2.14,-1.01,0.00,0.00,
2023-11-07 14:26:58.957,2.25,-1.01,0.00,0.00,
2023-11-07 14:26:59.059,3.26,-1.07,0.00,0.00,
2023-11-07 14:26:59.160,3.42,-1.18,0.00,0.00,
2023-11-07 14:26:59.264,2.56,-1.98,0.00,0.00,
2023-11-07 14:26:59.369,-0.32,-2.30,0.00,0.00,
2023-11-07 14:26:59.471,-1.48,-1.96,0.00,0.00,
2023-11-07 14:26:59.599,-3.52,-1.57,0.00,0.00,
2023-11-07 14:26:59.700,-3.97,-1.35,0.00,0.00,
2023-11-07 14:26:59.800,-3.11,-1.29,0.00,0.00,
2023-11-07 14:26:59.902,-0.58,-1.42,0.00,0.00,
2023-11-07 14:27:00.006,1.14,-1.76,0.00,0.00,
2023-11-07 14:27:00.108,2.05,-1.66,0.00,0.00,
2023-11-07 14:27:00.208,2.77,-0.94,0.00,0.00,
2023-11-07 14:27:00.309,2.88,-0.59,0.00,0.00,
2023-11-07 14:27:00.413,2.61,-1.01,0.00,0.00,
2023-11-07 14:27:00.517,1.67,-1.81,0.00,0.00,
2023-11-07 14:27:00.617,-0.76,-2.05,0.00,0.00,
2023-11-07 14:27:00.722,-2.79,-1.81,0.00,0.00,
2023-11-07 14:27:00.827,-3.09,-1.51,0.00,0.00,
2023-11-07 14:27:00.932,-1.06,-1.49,0.00,0.00,
2023-11-07 14:27:01.032,0.24,-1.94,0.00,0.00,
2023-11-07 14:27:01.135,1.46,-2.04,0.00,0.00,
2023-11-07 14:27:01.237,2.76,-1.29,0.00,0.00,
2023-11-07 14:27:01.340,3.00,-0.69,0.00,0.00,
2023-11-07 14:27:01.442,2.81,-1.00,0.00,0.00,
2023-11-07 14:27:01.545,2.20,-1.70,0.00,0.00,
2023-11-07 14:27:01.647,0.76,-2.42,0.00,0.00,
2023-11-07 14:27:01.750,-2.17,-2.35,0.00,0.00,
2023-11-07 14:27:01.853,-3.41,-1.95,0.00,0.00,
2023-11-07 14:27:01.965,-3.30,-1.75,0.00,0.00,
2023-11-07 14:27:02.065,-0.99,-1.64,0.00,0.00,
2023-11-07 14:27:02.169,0.59,-2.05,0.00,0.00,
2023-11-07 14:27:02.271,2.30,-1.72,0.00,0.00,
2023-11-07 14:27:02.371,3.11,-1.39,0.00,0.00,
2023-11-07 14:27:02.474,2.64,-1.63,0.00,0.00,
2023-11-07 14:27:02.575,1.32,-2.05,0.00,0.00,
2023-11-07 14:27:02.676,-0.45,-2.08,0.00,0.00,
2023-11-07 14:27:02.778,-2.92,-1.84,0.00,0.00,
2023-11-07 14:27:02.879,-3.65,-1.74,0.00,0.00,
2023-11-07 14:27:02.980,-2.82,-1.70,0.00,0.00,
2023-11-07 14:27:03.083,-1.18,-1.84,0.00,0.00,
2023-11-07 14:27:03.186,-0.96,-1.85,0.00,0.00,
2023-11-07 14:27:03.289,-0.96,-1.85,0.00,0.00,
2023-11-07 14:27:03.389,-0.96,-1.85,0.00,0.00,
2023-11-07 14:27:03.491,-0.96,-1.85,0.00,0.00,
2023-11-07 14:27:03.591,-0.96,-1.85,0.00,0.00,
2023-11-07 14:27:03.695,-0.96,-1.85,0.00,0.00,
2023-11-07 14:27:03.796,-0.96,-1.85,0.00,0.00,
2023-11-07 14:27:03.899,-0.96,-1.85,0.00,0.00,
2023-11-07 14:27:04.003,-0.93,-1.87,0.00,0.00,
2023-11-07 14:27:04.105,0.85,-1.77,0.00,0.00,
2023-11-07 14:27:04.209,3.17,-0.59,0.00,0.00,
2023-11-07 14:27:04.312,3.15,-0.69,0.00,0.00,
2023-11-07 14:27:04.416,1.35,-1.97,0.00,0.00,
2023-11-07 14:27:04.518,-0.30,-2.34,0.00,0.00,
2023-11-07 14:27:04.622,-1.98,-2.32,0.00,0.00,
2023-11-07 14:27:04.722,-2.54,-2.19,0.00,0.00,
2023-11-07 14:27:04.825,-1.47,-2.05,0.00,0.00,
2023-11-07 14:27:04.926,1.15,-1.64,0.00,0.00,
2023-11-07 14:27:05.026,1.47,-1.52,0.00,0.00,
2023-11-07 14:27:05.128,2.73,-0.89,0.00,0.00,
2023-11-07 14:27:05.231,3.55,-0.65,0.00,0.00,
2023-11-07 14:27:05.333,3.73,-0.57,0.00,0.00,
2023-11-07 14:27:05.437,3.74,-0.97,0.00,0.00,
2023-11-07 14:27:05.540,3.51,-1.83,0.00,0.00,
2023-11-07 14:27:05.640,2.26,-2.38,0.00,0.00,
2023-11-07 14:27:05.744,0.04,-2.59,0.00,0.00,
2023-11-07 14:27:05.848,-1.16,-2.42,0.00,0.00,
2023-11-07 14:27:05.949,-3.01,-2.22,0.00,0.00,
2023-11-07 14:27:06.051,-3.63,-2.15,0.00,0.00,
2023-11-07 14:27:06.152,-2.22,-2.06,0.00,0.00,
2023-11-07 14:27:06.254,0.61,-1.84,0.00,0.00,
2023-11-07 14:27:06.364,1.96,-1.71,0.00,0.00,
2023-11-07 14:27:06.465,3.32,-1.44,0.00,0.00,
2023-11-07 14:27:06.576,3.46,-1.40,0.00,0.00,
2023-11-07 14:27:06.679,3.46,-1.36,0.00,0.00,
2023-11-07 14:27:06.779,3.46,-0.72,0.00,0.00,
2023-11-07 14:27:06.885,3.26,-0.54,0.00,0.00,
2023-11-07 14:27:06.996,3.02,-0.46,0.00,0.00,
2023-11-07 14:27:07.097,3.34,-0.50,0.00,0.00,
2023-11-07 14:27:07.200,4.15,-0.59,0.00,0.00,
2023-11-07 14:27:07.302,4.37,-0.15,0.00,0.00,
2023-11-07 14:27:07.403,3.25,0.35,0.00,0.00,
2023-11-07 14:27:07.503,1.53,0.38,0.00,0.00,
2023-11-07 14:27:07.606,0.65,0.26,0.00,0.00,
2023-11-07 14:27:07.709,-0.01,0.22,0.00,0.00,
2023-11-07 14:27:07.813,-0.73,0.18,0.00,0.00,
2023-11-07 14:27:07.914,-1.59,0.09,0.00,0.00,
2023-11-07 14:27:08.016,-2.28,0.00,0.00,0.00,
2023-11-07 14:27:08.118,-2.73,-0.09,0.00,0.00,
2023-11-07 14:27:08.222,-3.03,-0.14,0.00,0.00,
2023-11-07 14:27:08.323,-3.17,-0.14,0.00,0.00,
2023-11-07 14:27:08.427,-3.14,-0.12,0.00,0.00,
2023-11-07 14:27:08.527,-2.50,-0.08,0.00,0.00,
2023-11-07 14:27:08.630,-2.00,-0.08,0.00,0.00,
2023-11-07 14:27:08.731,-1.27,-0.07,0.00,0.00,
2023-11-07 14:27:08.833,-0.62,-0.06,0.00,0.00,
2023-11-07 14:27:08.938,-0.08,-0.05,0.00,0.00,
2023-11-07 14:27:09.040,0.36,-0.07,0.00,0.00,
2023-11-07 14:27:09.142,0.80,-0.10,0.00,0.00,
2023-11-07 14:27:09.246,1.19,-0.11,0.00,0.00,
2023-11-07 14:27:09.348,1.68,-0.11,0.00,0.00,
2023-11-07 14:27:09.459,2.02,-0.18,0.00,0.00,
2023-11-07 14:27:09.559,2.11,-0.25,0.00,0.00,
2023-11-07 14:27:09.664,1.60,-0.41,0.00,0.00,
2023-11-07 14:27:09.764,0.91,-0.65,0.00,0.00,
2023-11-07 14:27:09.865,0.49,-0.85,0.00,0.00,
2023-11-07 14:27:09.966,-0.83,-1.21,0.00,0.00,
2023-11-07 14:27:10.067,-4.31,-1.50,0.00,0.00,
2023-11-07 14:27:10.178,-6.61,-1.50,0.00,0.00,
2023-11-07 14:27:10.282,-6.83,-1.31,0.00,0.00,
2023-11-07 14:27:10.384,-6.83,-1.16,0.00,0.00,
2023-11-07 14:27:10.500,-6.83,-1.11,0.00,0.00,
2023-11-07 14:27:10.603,-6.31,-1.02,0.00,0.00,
2023-11-07 14:27:10.705,-4.34,-0.98,0.00,0.00,
2023-11-07 14:27:10.807,-3.51,-1.01,0.00,0.00,
2023-11-07 14:27:10.909,-2.64,-1.03,0.00,0.00,
2023-11-07 14:27:11.014,-1.87,-1.03,0.00,0.00,
2023-11-07 14:27:11.115,-1.16,-1.05,0.00,0.00,
2023-11-07 14:27:11.216,-0.39,-1.08,0.00,0.00,
2023-11-07 14:27:11.317,0.50,-1.06,0.00,0.00,
2023-11-07 14:27:11.420,1.48,-1.11,0.00,0.00,
2023-11-07 14:27:11.523,1.76,-1.13,0.00,0.00,
2023-11-07 14:27:11.626,2.14,-1.13,0.00,0.00,
2023-11-07 14:27:11.731,2.60,-1.13,0.00,0.00,
2023-11-07 14:27:11.842,3.07,-1.18,0.00,0.00,
2023-11-07 14:27:11.945,3.49,-1.13,0.00,0.00,
2023-11-07 14:27:12.046,3.90,-1.03,0.00,0.00,
2023-11-07 14:27:12.153,4.16,-0.96,0.00,0.00,
2023-11-07 14:27:12.265,4.42,-0.91,0.00,0.00,
2023-11-07 14:27:12.367,4.62,-0.82,0.00,0.00,
2023-11-07 14:27:12.469,4.62,-0.81,0.00,0.00,
