Time,CursorX,CursorY,MeteorX,MeteorY
2023-11-07 14:31:48.015,0.00,0.00,0.00,0.00
2023-11-07 14:31:48.028,0.00,0.00,0.00,0.00,
2023-11-07 14:31:49.695,-0.11,0.01,0.00,0.00,
2023-11-07 14:31:49.800,0.00,-0.17,0.00,0.00,
2023-11-07 14:31:49.905,0.28,-0.35,0.00,0.00,
2023-11-07 14:31:50.006,0.45,-0.48,0.00,0.00,
2023-11-07 14:31:50.116,1.91,-0.91,0.00,0.00,
2023-11-07 14:31:50.217,3.53,-1.14,0.00,0.00,
2023-11-07 14:31:50.337,3.64,-1.16,0.00,0.00,
2023-11-07 14:31:50.442,3.64,-1.20,0.00,0.00,
2023-11-07 14:31:50.545,2.95,-1.25,0.00,0.00,
2023-11-07 14:31:50.661,2.12,-1.00,0.00,0.00,
2023-11-07 14:31:50.767,2.32,-0.88,0.00,0.00,
2023-11-07 14:31:50.872,3.17,-0.74,0.00,0.00,
2023-11-07 14:31:50.982,3.10,-0.32,0.00,0.00,
2023-11-07 14:31:51.101,3.24,-0.80,0.00,0.00,
2023-11-07 14:31:51.208,2.62,-1.72,0.00,0.00,
2023-11-07 14:31:51.316,1.51,-1.56,0.00,0.00,
2023-11-07 14:31:51.432,3.88,-0.67,0.00,0.00,
2023-11-07 14:31:51.536,4.31,-1.42,0.00,0.00,
2023-11-07 14:31:51.642,2.56,-1.70,0.00,0.00,
2023-11-07 14:31:51.745,4.24,-0.66,0.00,0.00,
2023-11-07 14:31:51.848,4.13,-1.18,0.00,0.00,
2023-11-07 14:31:51.978,3.08,1.25,0.00,0.00,
2023-11-07 14:31:52.082,3.55,1.25,0.00,0.00,
2023-11-07 14:31:52.186,3.55,1.25,0.00,0.00,
2023-11-07 14:31:52.288,5.54,1.25,0.00,0.00,
2023-11-07 14:31:52.392,6.52,1.25,0.00,0.00,
2023-11-07 14:31:52.497,6.83,1.25,0.00,0.00,
2023-11-07 14:31:52.602,6.83,1.25,0.00,0.00,
2023-11-07 14:31:52.703,6.83,1.25,0.00,0.00,
2023-11-07 14:31:52.810,6.83,1.25,0.00,0.00,
2023-11-07 14:31:52.915,6.83,1.25,0.00,0.00,
2023-11-07 14:31:53.019,6.83,1.25,0.00,0.00,
