Time,CursorX,CursorY,MeteorX,MeteorY
2023-11-06 11:49:29.131,0.00,0.00,0.00,0.00
2023-11-06 11:49:29.153,0.00,0.00,0.00,0.00,
2023-11-06 11:49:30.397,1.93,-0.28,0.00,0.00,
2023-11-06 11:49:30.501,1.93,-0.28,0.00,0.00,
2023-11-06 11:49:30.606,1.93,-0.28,0.00,0.00,
2023-11-06 11:49:30.709,1.93,-0.28,0.00,0.00,
2023-11-06 11:49:30.814,1.93,-0.28,0.00,0.00,
2023-11-06 11:49:30.917,1.93,-0.28,0.00,0.00,
2023-11-06 11:49:31.021,1.93,-0.28,0.00,0.00,
2023-11-06 11:49:31.122,1.93,-0.28,0.00,0.00,
2023-11-06 11:49:31.259,1.93,-0.28,0.00,0.00,
2023-11-06 11:49:31.366,1.93,-0.36,0.00,0.00,
2023-11-06 11:49:31.468,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:31.570,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:31.674,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:31.778,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:31.881,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:31.982,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:32.086,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:32.190,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:32.290,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:32.393,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:32.496,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:32.599,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:32.702,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:32.805,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:32.909,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:33.011,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:33.114,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:33.217,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:33.321,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:33.422,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:33.522,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:33.625,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:33.728,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:33.831,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:33.935,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:34.039,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:34.143,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:34.246,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:34.349,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:34.453,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:34.554,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:34.656,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:34.759,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:34.863,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:34.964,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:35.064,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:35.167,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:35.271,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:35.372,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:35.472,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:35.573,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:35.674,1.93,-0.39,0.00,0.00,
2023-11-06 11:49:35.774,1.62,-0.39,0.00,0.00,
2023-11-06 11:49:35.878,-1.12,-0.67,0.00,0.00,
2023-11-06 11:49:35.980,-1.79,-0.11,0.00,0.00,
2023-11-06 11:49:36.081,-1.52,0.11,0.00,0.00,
2023-11-06 11:49:36.181,-1.42,0.05,0.00,0.00,
2023-11-06 11:49:36.282,-1.38,0.01,0.00,0.00,
2023-11-06 11:49:36.382,-1.37,0.01,0.00,0.00,
2023-11-06 11:49:36.485,-1.37,0.01,0.00,0.00,
2023-11-06 11:49:36.587,-1.37,0.01,0.00,0.00,
2023-11-06 11:49:36.690,-1.37,0.01,0.00,0.00,
2023-11-06 11:49:36.794,-1.37,0.01,0.00,0.00,
2023-11-06 11:49:36.896,-1.37,0.01,0.00,0.00,
2023-11-06 11:49:36.996,-1.19,-0.55,0.00,0.00,
2023-11-06 11:49:37.100,3.83,-3.32,0.00,0.00,
2023-11-06 11:49:37.203,5.85,1.25,0.00,0.00,
2023-11-06 11:49:37.304,4.02,1.25,0.00,0.00,
2023-11-06 11:49:37.409,4.02,1.25,0.00,0.00,
2023-11-06 11:49:37.513,4.61,1.25,0.00,0.00,
2023-11-06 11:49:37.660,6.31,1.25,0.00,0.00,
2023-11-06 11:49:37.762,5.75,1.25,0.00,0.00,
2023-11-06 11:49:37.865,6.48,1.25,0.00,0.00,
2023-11-06 11:49:37.968,6.83,1.25,0.00,0.00,
2023-11-06 11:49:38.071,6.83,1.25,0.00,0.00,
2023-11-06 11:49:38.171,6.83,1.25,0.00,0.00,
2023-11-06 11:49:38.275,6.83,1.25,0.00,0.00,
2023-11-06 11:49:38.378,6.83,1.25,0.00,0.00,
2023-11-06 11:49:38.480,6.83,1.25,0.00,0.00,
