Time,CursorX,CursorY,MeteorX,MeteorY
2023-11-06 16:28:48.498,0.00,0.00,0.00,0.00
2023-11-06 16:28:48.513,0.00,0.00,0.00,0.00,
2023-11-06 16:28:49.696,0.19,-0.19,0.00,0.00,
2023-11-06 16:28:49.798,0.19,-0.19,0.00,0.00,
2023-11-06 16:28:49.900,0.21,-0.20,0.00,0.00,
2023-11-06 16:28:50.001,0.21,-0.20,0.00,0.00,
2023-11-06 16:28:50.101,0.21,-0.20,0.00,0.00,
2023-11-06 16:28:50.202,0.21,-0.20,0.00,0.00,
2023-11-06 16:28:50.304,0.84,-0.35,0.00,0.00,
2023-11-06 16:28:50.405,2.38,-0.70,0.00,0.00,
2023-11-06 16:28:50.507,2.54,-0.80,0.00,0.00,
2023-11-06 16:28:50.608,2.54,-0.80,0.00,0.00,
2023-11-06 16:28:50.709,2.65,-0.81,0.00,0.00,
2023-11-06 16:28:50.811,3.29,-0.98,0.00,0.00,
2023-11-06 16:28:50.913,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:51.015,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:51.117,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:51.218,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:51.320,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:51.421,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:51.521,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:51.623,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:51.722,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:51.823,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:51.923,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:52.025,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:52.125,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:52.227,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:52.327,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:52.427,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:52.530,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:52.630,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:52.731,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:52.832,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:52.933,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:53.035,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:53.135,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:53.235,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:53.336,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:53.436,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:53.536,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:53.636,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:53.737,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:53.837,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:53.937,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:54.037,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:54.138,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:54.238,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:54.338,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:54.438,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:54.539,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:54.639,3.34,-1.02,0.00,0.00,
2023-11-06 16:28:54.739,3.34,-1.02,0.00,0.00,
