Time,CursorX,CursorY,MeteorX,MeteorY
2023-10-24 14:09:04.772,0.00,0.00,0.00,0.00
2023-10-24 14:09:04.787,0.00,0.00
2023-10-24 14:09:05.038,3.50,-1.68
2023-10-24 14:09:05.141,3.45,-1.90
2023-10-24 14:09:05.243,3.50,-2.23
2023-10-24 14:09:05.344,3.52,-1.98
2023-10-24 14:09:05.447,2.38,-0.61
2023-10-24 14:09:05.548,2.06,-0.53
2023-10-24 14:09:05.650,2.06,-0.53
2023-10-24 14:09:05.752,1.76,-0.51
2023-10-24 14:09:05.856,10.16,8.78
2023-10-24 14:09:05.957,11.09,9.58
2023-10-24 14:09:06.058,11.09,9.73
2023-10-24 14:09:06.161,10.92,15.46
2023-10-24 14:09:06.261,10.31,15.99
2023-10-24 14:09:06.364,10.30,15.99
2023-10-24 14:09:06.466,8.72,16.61
2023-10-24 14:09:06.567,8.65,16.90
2023-10-24 14:09:06.669,8.82,16.90
2023-10-24 14:09:06.773,8.65,16.89
2023-10-24 14:09:06.874,8.41,16.88
2023-10-24 14:09:06.977,8.41,16.88
2023-10-24 14:09:07.077,8.41,16.88
