Time,CursorX,CursorY,MeteorX,MeteorY
2024-03-31 02:01:17.903,4.47,-1.51,6.21,-2.00,
2024-03-31 02:01:18.003,4.30,-1.49,6.04,-1.98,
2024-03-31 02:01:18.104,-0.97,-0.93,0.77,-1.42,
2024-03-31 02:01:18.207,-5.21,-1.32,-3.47,-1.81,
2024-03-31 02:01:18.308,-5.21,-1.32,-3.47,-1.81,
2024-03-31 02:01:18.411,-5.26,-1.30,-3.52,-1.78,
2024-03-31 02:01:18.512,-6.53,-1.22,-4.79,-1.70,
2024-03-31 02:01:18.613,-7.25,-1.22,-5.51,-1.70,
2024-03-31 02:01:18.718,-7.10,-1.22,-5.36,-1.70,
2024-03-31 02:01:18.822,-4.20,-0.78,-2.46,-1.27,
2024-03-31 02:01:18.923,-3.41,-0.67,-1.67,-1.15,
2024-03-31 02:01:19.026,-4.51,-0.64,-2.77,-1.13,
2024-03-31 02:01:19.128,-7.58,-0.55,-5.84,-1.04,
2024-03-31 02:01:19.232,-8.39,-0.64,-6.65,-1.13,
2024-03-31 02:01:19.335,-8.39,-0.64,-6.65,-1.13,
2024-03-31 02:01:19.440,-8.39,-0.64,-6.65,-1.13,
2024-03-31 02:01:19.541,-8.39,-0.64,-6.65,-1.13,
2024-03-31 02:01:19.644,-8.39,-0.64,-6.65,-1.13,
2024-03-31 02:01:19.747,-8.39,-0.64,-6.65,-1.13,
2024-03-31 02:01:19.851,-8.39,-0.64,-6.65,-1.13,
2024-03-31 02:01:19.952,-8.39,-0.64,-6.65,-1.13,
2024-03-31 02:01:20.055,-8.39,-0.64,-6.65,-1.13,
2024-03-31 02:01:20.155,-8.39,-0.64
2024-03-31 02:01:20.258,-8.39,-0.64
2024-03-31 02:01:20.362,-8.39,-0.64
2024-03-31 02:01:20.466,-8.39,-0.64
2024-03-31 02:01:20.569,-8.39,-0.64
2024-03-31 02:01:20.669,-8.39,-0.64
2024-03-31 02:01:20.770,-8.39,-0.64
2024-03-31 02:01:20.874,-8.39,-0.64
2024-03-31 02:01:20.976,-8.39,-0.64
2024-03-31 02:01:21.076,-8.39,-0.64
2024-03-31 02:01:21.178,-8.39,-0.64
######################## PAUSED ########################
