Time,CursorX,CursorY,MeteorX,MeteorY
2024-04-03 10:57:40.630,0.00,0.00,0.00,0.00
2024-04-03 10:57:40.637,0.00,0.00
2024-04-03 10:57:40.739,0.00,0.00
2024-04-03 10:57:40.840,0.00,0.00
2024-04-03 10:57:40.941,0.00,0.00
2024-04-03 10:57:41.042,0.00,0.00
2024-04-03 10:57:41.142,0.00,0.00
2024-04-03 10:57:41.243,0.00,0.00
2024-04-03 10:57:41.345,0.52,-0.18
2024-04-03 10:57:41.445,0.74,-0.18
2024-04-03 10:57:41.547,0.74,-0.18
2024-04-03 10:57:41.647,0.74,-0.18
2024-04-03 10:57:41.748,0.74,-0.18
2024-04-03 10:57:41.849,0.74,-0.18
2024-04-03 10:57:41.950,0.74,-0.18
2024-04-03 10:57:42.052,0.74,-0.18
2024-04-03 10:57:42.152,0.74,-0.18
2024-04-03 10:57:42.252,0.74,-0.18
2024-04-03 10:57:42.353,0.74,-0.18
2024-04-03 10:57:42.454,0.74,-0.18
2024-04-03 10:57:42.555,0.74,-0.18
2024-04-03 10:57:42.656,0.74,-0.18,1.82,1.92,
2024-04-03 10:57:42.757,0.74,-0.18,1.33,1.94,
2024-04-03 10:57:42.858,0.74,-0.18,0.83,1.96,
2024-04-03 10:57:42.959,0.74,-0.18,0.33,1.98,
2024-04-03 10:57:43.061,0.64,-0.18,-0.27,2.01,
2024-04-03 10:57:43.161,-1.04,1.53,-1.16,2.97,
2024-04-03 10:57:43.262,-1.60,2.64,-1.71,4.08,
2024-04-03 10:57:43.362,-1.60,2.58,-1.71,4.02,
2024-04-03 10:57:43.462,-1.41,2.24,-1.52,3.68,
2024-04-03 10:57:43.564,-1.41,1.81,-1.52,3.25,
2024-04-03 10:57:43.664,-1.41,1.81,-1.52,3.25,
2024-04-03 10:57:43.765,-1.41,1.81,-1.52,3.25,
2024-04-03 10:57:43.866,-10.52,0.92,-8.76,3.07,
2024-04-03 10:57:43.967,-11.99,0.06,-8.76,3.07,
2024-04-03 10:57:44.067,-11.87,0.06,-8.76,3.07,
2024-04-03 10:57:44.168,-4.91,-0.74,-8.76,3.07,
2024-04-03 10:57:44.269,0.43,-1.01,-8.76,3.07,
2024-04-03 10:57:44.370,1.87,-0.58,-8.76,3.07,
2024-04-03 10:57:44.471,4.23,0.18,-8.76,3.07,
